SMILES,MLM_Pred,HLM_Pred
CCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1-c1c2ccc(N(CC)CC)cc2[o+]c2cc(N(CC)CC)ccc12,36.75,52.86
CCN1C(c2ccccc2)=C(c2ccccc2)S/C1=C/C=c1\s/c(=C\c2sc(-c3ccccc3)c(-c3ccccc3)[n+]2CC)n(CC)c1=O,44.21,61.34
O=C1/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1ccc(-c2ccccc2)cc1,55.27,79.93
CCN(CC)c1ccc(C=C2C=C(c3ccccc3)OC2=O)cc1,18.86,28.08
[C][C]c1ccc2c(c1)C(=C1SC(C(=O)O[C])=C(C(=O)O[C])S1)C(=S)C([C])([C])[N]2,39.73,42.79
CCCCN(CCCC)c1ccc(C(C#N)=C(C#N)C#N)cc1,15.8,25.8
O=C1C(=CC=Cc2ccco2)SC(=S)N1c1ccccc1Br,23.85,31.09
[C]Oc1ccc([C][C][N]S(=O)(=O)c2ccc3c(c2)C(=C2[C][C][C][C]2)C(=O)[N]3)cc1O[C],49.54,61.29
COC(=O)c1cc(-c2ccc(N(C)C)cc2)no1,14.79,22.89
O=C1c2ccccc2C(=O)c2c1c([N+](=O)[O-])cc1c(N3CCOCC3)cc(-c3ccccc3)nc21,47.55,60.87
CC1Oc2ccccc2C=C1C=C1SC(=S)N(CCO)C1=O,32.44,44.3
O=C1/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1ccccc1O,53.13,77.92
CCc1ccc(O)c(/N=N/c2cc([N+](=O)[O-])ccc2OC)c1,50.11,65.86
O=C1/C(=C/c2cc3cc(Br)ccc3o2)Oc2c1ccc([O-])c2C[NH+]1CCCCCC1,42.18,57.3
CCOC(=O)c1ccc(N2N=C(C(F)(F)F)C(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C2=O)cc1,51.78,65.45
CC1(C)c2ccccc2N(c2ccccc2)C12C=Cc1c(ccc3cc([N+](=O)[O-])ccc13)O2,26.74,38.76
CCN1C(=O)C(=Cc2ccc(-c3ccccc3Cl)s2)SC1=S,23.71,29.89
O=C1c2cc(S(=O)(=O)N3CCN(c4ccc(Cl)cc4)CC3)ccc2-c2ccc(S(=O)(=O)N3CCN(c4ccc(Cl)cc4)CC3)cc21,32.36,39.8
CC1=C(C#N)C(=O)N(C2CCS(=O)(=O)C2)C(=O)/C1=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1,61.92,71.38
[C][C]N([C][C])c1ccc([C]=C2C(=O)[N]C(=S)[N]C2=O)cc1,48.83,50.23
CC1CCN(c2cc(N3CCc4ccccc43)c3c4c(onc24)-c2ccccc2C3=O)CC1,21.99,32.64
COc1cccc(N(C(C)=O)c2nc(/C=C3/COc4ccccc4C3=O)cs2)c1,32.01,43.18
O=C(O)c1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(Br)cc4)o3)C=C2c2ccccc2)cc1,62.91,89.78
[C]OC(=O)C1=C(C(=O)O[C])SC(=C2C(=S)C([C])([C])N([C]c3ccccc3)c3ccc([C])cc32)S1,40.24,45.79
CN1C(=O)N=C(O)/C(=C(O)\C=C\c2cn(Cc3ccccc3)c3ccccc23)C1=O,75.6,82.52
CC1=C(C2=C(C)C(=O)c3c(c(C=O)c(O)c(O)c3C(C)C)C2=O)C(=O)c2c(C=O)c(O)c(O)c(C(C)C)c2C1=O,70.33,78.3
CC(=O)N(C)c1ccc(/N=C/c2ccc([N+](=O)[O-])o2)cc1,29.85,38.78
CN1C(=O)/C(=C/c2ccc(-c3cccc(Cl)c3)o2)N(C)C1=S,30.13,38.61
CC[n+]1c(/C=C/c2c[nH]c3ccccc23)ccc2cc(C)ccc21,23.44,41.11
Cc1ccc(N2C(=O)C(=Cc3ccc(N4CCCC4)o3)C(=O)NC2=S)cc1,41.63,49.98
CCOc1ccc(Nc2cc(N3CCN(CCOc4ccc(Cl)cc4)CC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,38.67,52.75
O=C1/C(=C/c2cccnc2)Oc2c1ccc([O-])c2C[NH+]1CCCCC1,37.94,59.1
COCCNc1cc(N(C)CCO)c2noc3c2c1C(=O)c1ccccc1-3,26.02,37.0
O=C1CCN(c2cc(Nc3ccc(C(=O)O)cc3)c3c4c(onc24)-c2ccccc2C3=O)CC1,69.51,89.3
O=c1/c(=C/C=C/c2ccccc2)sc2n1CN(c1cccc(Br)c1)CN=2,34.75,47.35
O=C1/C(=C/c2ccc(-c3ccc(Br)cc3)o2)C=C(c2ccccc2)N1c1ccccc1,48.0,69.91
O=[N+]([O-])c1cc(/C=C/c2nc3c(ccc4ccccc43)s2)ccc1N1CCCCC1,25.43,36.4
C[n+]1ccc(-c2c3nc(c(-c4cc[n+](C)cc4)c4ccc([nH]4)c(-c4cc[n+](C)cc4)c4nc(c(-c5cc[n+](C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,50.54,71.57
CN1CCN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)CC1,49.45,64.22
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1cc2c(cc1[N+](=O)[O-])COC2,54.81,73.34
COC(=O)c1ccc(-c2ccc(C=C(c3ccccc3)[N+](=O)[O-])o2)cc1,27.49,32.8
CCN1/C(=C/C=C/c2sc3cc(N)ccc3[n+]2CC)Sc2cc(N)ccc21,29.21,49.37
CCN1C(=O)C(=CC=C2C=Cc3ccccc3N2CC)SC1=S,13.16,15.39
O=C1N=C(N2CCOCC2)SC1=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,55.06,60.82
COC(=O)c1ccc(Nc2cc(N3CCC4(CC3)OCCO4)c3noc4c3c2C(=O)c2ccccc2-4)cc1,40.31,49.58
Oc1c(/C=C/C=C/C=N/c2ccccc2)sc(=S)n1-c1ccccc1,23.13,42.08
CCOc1ccc(Nc2cc(N3CCN(c4ccccc4OC)CC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,31.53,44.35
[2H]C([2H])([2H])Oc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,45.44,57.69
O=C(/C=C/c1ccc(-c2ccc(Cl)c(Cl)c2)o1)c1ccc(N2CCOCC2)cc1,47.9,63.58
CCCCCCc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(CCCC)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,40.01,56.33
COC(=O)c1cccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Br)cc4)o3)C=C2c2ccccc2)c1,49.79,66.3
Cc1cnc2c(c1)/C(=N\c1ccccc1)c1cc([N+](=O)[O-])ccc1-2,38.7,56.85
Cc1ccc([N+](=O)[O-])cc1/N=C/c1ccc(N(C)C)cc1,15.1,22.27
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C/c1ccc(-c2cccc(Cl)c2Cl)o1,59.61,86.69
Cc1cc([O-])c(C[NH+]2CCCCC2C)c2c1C(=O)/C(=C/c1cc3cc(Br)ccc3o1)O2,36.35,46.25
O=C1c2ccccc2C(=O)c2c(Nc3ccc(Br)cc3)cccc21,48.01,69.81
CN1C(=O)C(=Cc2ccc(-c3ccc(I)cc3)o2)SC1=S,34.2,46.58
COc1ccc(CNC(=O)c2c(N)n(-c3ccc(N(C)C)cc3)c3nc4ccccc4nc23)cc1,26.27,49.03
CC1CCCC[NH+]1Cc1c([O-])ccc2c1O/C(=C\c1cccnc1)C2=O,27.09,40.87
COc1ccc(CCN2C(=O)/C(=C\C=C\c3ccco3)SC2=S)cc1OC,14.76,14.43
Cc1c(Cl)cccc1-c1ccc(C=C2C(=O)c3ccccc3C2=O)o1,49.77,68.97
COCCCN1C(=O)N=C(O)C(=C(O)C=Cc2ccc(N(C)C)cc2)C1=O,77.62,77.95
O=C(Nc1ccc2nc(N3CCCC3)sc2c1)c1ccc([N+](=O)[O-])cc1Cl,32.15,44.62
COc1ccc(Nc2cc(N3CCN(c4ccccc4OC)CC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,31.18,44.08
O=C(O)CCC(C(=O)O)N1C(=O)/C(=C/C(Cl)=C/c2ccc([N+](=O)[O-])cc2)SC1=S,79.1,77.77
CCCCN1C(=O)C(=CC=C2SC(c3ccccc3)=C(c3ccccc3)N2CC)SC1=S,14.66,16.19
[C][C]c1ccc(N2C(=O)[C]3[C]([C]4[C]=[C][C]3C4=C3[C][C][C][C][C]3)C2=O)cc1,49.68,67.11
COc1ccc2c(c1)S/C(=C\C=C\c1sc3cc(OC)ccc3[n+]1C)N2C,23.21,30.42
O=C1/C(=C\C=C\c2ccco2)SC(=S)N1Cc1ccco1,12.03,17.74
CCCCC(CC)CN1C(=O)/C(=C\c2ccc(-c3ccc(S(N)(=O)=O)cc3)o2)SC1=S,21.02,30.36
COc1ccc(N(CCC#N)C(=O)/C(C#N)=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)cc1,30.13,38.2
O=C1C(=CC2=Cc3ccccc3OC2)SC(=S)N1CCO,34.66,48.02
CCN1/C(=C/C(=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])OC)Sc2ccccc21,18.34,19.49
CCOC(=O)CCN1C(=CC=C2SC(=S)N(C)C2=O)Sc2ccc(OC)cc21,17.44,20.83
COc1ccc2c(c1)C(C)(C)C1(C=Cc3cc([N+](=O)[O-])ccc3O1)N2C,17.56,20.73
CCN1/C(=C\C=C\c2ccc3ccccc3[n+]2CC)C=Cc2ccccc21,24.34,38.22
C=CCN1C(=O)C(=C2Sc3ccccc3N2CC)SC1=Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,37.05,49.39
CCc1ccc(C(=O)Nc2ccc(-c3csc(N4CCOCC4)n3)cc2)cc1,25.29,34.28
[C]C([C])=C1[C]2[C][C][C]1[C](C(=O)[N]c1ccc(N3[C][C]O[C][C]3)c3nonc13)[C]2C([O])=O,57.31,59.18
O=C1C(=Cc2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)Sc2ccccc21,51.23,67.86
CCN1C(=CC(=O)C=CC=C2N(C)c3ccccc3C2(C)C)Sc2ccccc21,13.21,12.86
CCOCCCNc1cc(N2CCC3(CC2)OCCO3)c2noc3c2c1C(=O)c1ccccc1-3,19.39,22.68
O=C1C(=Cc2ccc(-c3ccc(Br)cc3)o2)C=C(c2ccccc2)N1c1cccc(Cl)c1Cl,54.72,76.81
O=C1/C(=C/c2cccs2)Oc2c1ccc([O-])c2C[NH+]1CCCCC1,27.05,38.72
C=CC1Oc2cc([N+](=O)[O-])ccc2NC12C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2,39.94,57.78
CN1C=CC=C/C1=C(/C#N)c1nc(-c2ccccc2)cs1,16.33,19.92
N#C/C(=C\c1ccco1)c1nc(-c2ccc([N+](=O)[O-])cc2)cs1,30.74,42.57
CCN1C(=CC=CC=Cc2oc3ccccc3[n+]2CC)Oc2ccccc21,16.03,24.5
COc1cc([N+](=O)[O-])ccc1-c1ccc(C=C2C(=O)N(c3ccc(C)c(C)c3)N=C2C)o1,39.79,48.0
O=C(OCCC1=CC=CC=CC=C1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,35.59,35.9
CCN1C(=O)/C(=C\c2cc(C)n(C3CCCCC3)c2C)c2cc(S(=O)(=O)N3CCOCC3)ccc21,16.15,17.11
Cc1cc([O-])c(C[NH+]2CCCCC2)c2c1C(=O)/C(=C/c1cc3cc(Br)ccc3o1)O2,41.54,54.28
O=C1C(=Cc2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1ccc2ccccc2c1,51.21,74.65
Cc1ccc(CN2C(=O)C(=CC3=Cc4ccccc4OC3)SC2=S)cc1,16.24,21.19
COc1ccc(-c2oc(N=Cc3ccc([N+](=O)[O-])cc3)c(C#N)c2-c2ccc(OC)cc2)cc1,50.8,69.92
CCOc1ccc(/C=C2/C(C)=C(C#N)c3nc(N)c(C#N)c(C)c32)c(OCC)c1,53.81,76.7
COc1cc2c(c(OC)c1OC)-c1cc/c(=[N+](/C)CC(OC)OC)c([O-])cc1C(NC(C)=O)CC2,18.42,20.23
O=C1N/C(=N/c2ccc(Cl)cc2)S/C1=C\c1ccc(N2CCCCC2)o1,29.94,43.43
CN(C)c1ccc(C=C2N=C(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)OC2=O)cc1,36.58,52.72
COc1ccc2c(c1)/C(=C1\N=C(c3ccco3)OC1=O)C=C(c1ccc(SC)cc1)O2,36.0,50.95
O=C1C(=CC=Cc2ccco2)SC(=S)N1c1ccc(O)cc1,32.11,43.19
O=C1C(=Cc2ccc(-c3ccccc3)o2)C(=O)c2ccccc21,42.13,62.05
[C][C][C]1[C][C][C][C]N1S(=O)Oc1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)N2[C],53.41,60.94
c1ccc(-c2nn3c4cc(N5CCCCC5)ccc4nc3c3ccccc23)cc1,18.47,32.03
CSCCC(C(=O)O)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,68.88,78.7
COc1ccc(N2C(=N)SC(=Cc3ccc(-c4ccc5c(c4)C(=O)NC5=O)o3)C2=O)cc1,61.43,72.29
COc1ccccc1N1CCN(c2cc(NC3CCCCC3)c3c4c(onc24)-c2ccccc2C3=O)CC1,20.4,28.14
CCC(C)(C)C1CC(=Cc2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)c2nc3ccccc3c(C(=O)O)c2C1,60.13,82.91
CCN(CC)c1ccc(N2C(=O)/C(=C3/C(=O)Nc4ccc(Br)cc43)SC2=S)cc1,39.43,47.11
CCC(=O)Sc1s[s+]c2c1-c1cc(OC)ccc1NC2(C)C,16.7,21.4
N#C/C(=C\c1ccc(-c2ccc([N+](=O)[O-])cc2Br)o1)C(N)=S,35.31,45.08
CCCCCCCCNc1ccc(NC(=O)c2ccc(-c3ccc(CCCCCCCC)cc3)cc2)c2c1C(=O)c1ccccc1C2=O,42.68,60.76
COc1ccc2nc(/N=N/c3ccc(N(C)c4ccccc4)cc3)sc2c1,17.62,34.5
Cc1ccc(-c2ccc(C=C3Sc4ccccc4C3=O)o2)cc1C,35.69,52.12
CC1CCCN(c2cc(Nc3ccc(N(C)C)cc3)c3c4c(onc24)-c2ccccc2C3=O)C1,23.45,34.26
O=C1C=Cc2ccccc2/C1=N/Nc1ccc(N2CCCCC2)cc1,25.18,42.25
O=C1/C(C(C=CC=C2)=C2C=C1)=N\NC3=CC=C(N4CCCCC4)C=C3,25.17,42.25
CCN1C(=O)/C(=C/c2cc(C)n(-c3ccc([N+](=O)[O-])cc3C)c2C)c2cc(S(=O)(=O)N3CCOCC3)ccc21,27.99,26.51
CCN1C(=O)C(=CC2=Cc3ccccc3OC2)SC1=S,13.47,21.76
CN(C)c1ccc(Nc2cc(N3CCOCC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,26.7,38.1
CC1CCCCN1c1cc(Nc2cccc(C(=O)O)c2)c2c3c(onc13)-c1ccccc1C2=O,63.02,85.47
O=C1Nc2ccc([N+](=O)[O-])cc2/C1=N/c1ccc(-c2ccc(/N=C3\C(=O)Nc4ccc([N+](=O)[O-])cc43)cc2)cc1,63.55,80.44
COCCn1c(C)cc(C(=O)COC(=O)c2c3c(nc4ccccc24)C(=Cc2ccc([N+](=O)[O-])cc2)CCC3)c1C,25.66,28.38
CN(c1ccccc1)c1ccc(C=NN2C(=O)NC3(CCCCC3)C2=O)cc1,29.77,41.75
N#C/C(=C\c1cccc([N+](=O)[O-])c1)c1nc(-c2ccc(Oc3ccccc3)cc2)cs1,44.19,61.17
CCOc1ccc(C2(O)C(C)N3CCCC3=[N+]2c2ccccc2)cc1,16.98,27.16
Cc1cc([O-])c(C[NH+]2CCCC(C)C2)c2c1C(=O)/C(=C/c1cc3cc(Br)ccc3o1)O2,38.09,48.79
O=C(CN1C(=O)SC(=CC=Cc2ccco2)C1=O)N1CCN(c2ccccc2)CC1,29.75,38.45
[C]N1C(=O)C(=C2[C][C][C][C]2)c2cc(OS(=O)N3[C][C]c4ccccc43)ccc21,45.84,60.41
O=[N+]([O-])c1ccc(F)c(/N=C/c2ccc(Br)s2)c1,28.2,38.07
CCCN1CCN(c2cc(Nc3cccc(OC)c3)c3c4c(onc24)-c2ccccc2C3=O)CC1,29.44,42.93
CCNc1cc(Nc2ccc(C)cc2)c2c3c(onc13)-c1ccccc1C2=O,30.35,48.73
CCCC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)/C1=C/c1ccc(N(CC)CC)cc1,22.56,28.94
O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)SC(=S)N1c1cccc(O)c1,65.48,75.91
COCC[NH+]1[CH-]Nc2c(c3nc4ccccc4nc3n2/N=C/c2cccc(Br)c2)C1=O,45.33,54.53
COC(=O)c1ccccc1-c1ccc(/C=C/C(=O)c2ccc(N3CCOCC3)c(F)c2)o1,35.71,43.1
O=S(=O)(Nc1ccc(N2CCOCC2)c2nonc12)c1ccc(F)c(F)c1,33.67,42.27
CN1c2ccc(F)cc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1S2,20.11,24.16
CCOc1cccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4Cl)o3)C(=O)NC2=S)c1,52.0,62.44
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(-c2cccc(F)c2)o1,59.74,88.47
CC[n+]1c(C=C2C=C(N3CCCCC3)CCC2)ccc2ccccc21,13.15,25.92
O=[N+]([O-])c1ccc(C=Cc2cc(-c3ccc4ccccc4n3)nc3ccc4ccccc4c23)cc1,45.07,68.16
CCN(CC)c1ccc(/C=C/c2c3ccc(OC)cc3[o+]c3cc(OC)ccc23)cc1,34.43,49.55
O=C(N/N=C/C=C/C=C/c1ccco1)c1cccc([N+](=O)[O-])c1,44.17,56.15
CC(C)CNc1cc(N2CCN(C)CC2)c(N)c2c1C(=O)c1ccccc1C2=O,33.95,51.17
O=c1/c(=C/C=C/c2ccccc2)sc2n1CN(c1ccc(Cl)cc1)CN=2,36.37,52.54
O=S(=O)(c1ccc(Cl)cc1)N1CN(c2ccc(N3CCOCC3)cc2)c2nc3ccccc3nc21,22.17,26.98
CN(C)c1ccc(/[N+]([O-])=C\c2ccc3nsnc3c2)cc1,12.31,20.48
N#CC(C#N)=C1C(=O)NC2=C1CCC2,46.93,55.84
C(=NN=Cc1ccccn1)C1=C(N2CCOCC2)C(=Cc2ccccc2)CC1,29.17,47.33
N#CC(=[C]c1ccc(S[C]2[C][C][C][C][C]2)c([N+](=O)[O-])c1)C#N,32.71,36.58
O=c1/c(=C/C=C/c2ccccc2)sc2n1CN(c1cccc(F)c1)CN=2,31.76,50.22
[K+].CCCCC#C[B-](F)(F)F,21.44,34.14
CC(=O)/C=C/c1oc2ccc([N+](=O)[O-])cc2c1-c1ccc(C)o1,34.99,45.6
O=C1Nc2ccccc2/C1=N/c1ccc(/N=N/c2ccccc2)cc1,28.65,51.35
COc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc(C#N)cc4)o3)C(=O)NC2=S)cc1,53.77,68.49
O=C1[N]c2ccccc2C1=C1[C][C][N][C][C]1,55.3,62.6
CCC(/C=C1\Sc2ccc(OC)cc2N1CCCS(=O)(=O)[O-])=C\c1sc2ccc(OC)cc2[n+]1CCCS(=O)(=O)[O-],22.48,26.23
O=c1/c(=C/C=C/c2ccccc2)sc2n1CN(c1ccc(Br)cc1)CN=2,35.85,49.23
O=C1c2ccccc2-c2onc3c(N4CCC5(CC4)OCCO5)cc(NCc4ccco4)c1c23,21.31,27.9
CNc1ccc2nc3c(ccc4ccccc43)c3c2c1C(=O)c1ccccc1-3,39.98,63.03
CCOc1cccc(N2C(=O)C(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4OC)o3)C(=O)NC2=S)c1,51.37,59.08
CCN1C=C/C(=C\c2ccc3cc(C)ccc3[n+]2CC)c2ccccc21,23.07,36.46
O=C1Nc2ccc([N+](=O)[O-])cc2C1=c1sc2n(c1=O)CN(c1cccc(Br)c1)CN=2,58.44,59.74
CCCCCCc1ccc(C2=N/C(=C\c3ccc(N(C)C)cc3)C(=O)O2)cc1,21.06,29.62
COC(=O)CCN1CCc2cc(/N=N/c3ccc([N+](=O)[O-])cc3)ccc21,21.5,30.12
O=C(OC)CCN1C(C=C2)=C(CC1)C=C2/N=N/C(C=C3)=CC=C3[N+]([O-])=O,21.5,30.12
O=C1c2ccccc2-c2onc3c(N4CCC5(CC4)OCCO5)cc(Nc4ccc5c(c4)OCO5)c1c23,27.87,38.35
CCN1C(=CC=c2sc(=C3SC(=S)N(c4ccccc4)C3=O)n(CC)c2=O)Sc2ccc(Cl)cc21,24.02,26.6
CN(C)c1ccc(C=Cc2cc(C(C)(C)C)[o+]c(C(C)(C)C)c2)cc1,32.57,51.18
O=C1c2ccccc2C(=O)N1c1ccc(-c2cc(-c3ccc(N4C(=O)c5ccccc5C4=O)cc3)nc(-c3ccccc3)n2)cc1,58.16,82.21
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)C=C(c2ccccc2)N1c1ccc(I)cc1,50.07,70.49
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(N(C)C)cc1,38.55,58.67
[C]N([C])c1c([C]=C(C#N)C#N)cc([C]=C(C#N)C#N)c(N([C])[C])c1C#N,28.88,32.14
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)C=C(c2ccccc2)N1c1cccc(Br)c1,46.36,62.97
C=CCN1C(=O)C(=Cc2ccc(-c3cccc(C(=O)O)c3)o2)SC1=S,69.68,83.98
CCN1C(c2ccccc2)=C(c2ccccc2)S/C1=C\C=C1/SC(=S)N(C)C1=O,18.95,22.65
COc1ccc2ccc(/C=C/c3ccc(N(C)C)cc3)[n+](C)c2c1,20.77,35.66
CCCCNC(=O)c1cc(NCCCC)c2c(c1N)C(=O)c1ccccc1C2=O,29.65,45.67
C=CCN1C(=O)C(=CC2=Cc3ccccc3OC2C)SC1=S,14.75,19.65
CN(C)c1ccc(C=CC=C2SC(=O)N(CC(=O)N3CCCC3)C2=O)cc1,40.19,57.16
N#CC(C#N)=c1ccc2c(c1)N1C(c3ccccc3)=CC(c3ccccc3)C3CCCCC31N=2,25.43,35.16
O=C1[N]c2ccc(S(=O)(=O)[N][C][C]c3ccccc3)cc2C1=C1[C][C][C][C]1,45.98,61.47
CC(C)CN1C(=O)C(=Cc2ccc(-c3ccc(Cl)c(C(F)(F)F)c3)o2)SC1=S,39.92,52.72
COCCNc1cc(N2CCCCCC2)c(N)c2c1C(=O)c1ccccc1C2=O,17.73,25.53
CCCCCCCN1C(=O)C(=Cc2ccc(-c3cccc(F)c3)o2)SC1=S,20.62,28.15
O=S(=O)(c1ccc(-c2ccc(/C=C/c3nc4c(ccc5ccccc54)s3)o2)cc1)N1CCOCC1,28.08,39.13
CC(C)Nc1cc(N2CCOCC2)c2noc3c2c1C(=O)c1ccccc1-3,20.63,26.52
CCN(CC)c1ccc(N2C(=O)/C(=C/c3ccc([N+](=O)[O-])cc3)SC2=S)cc1,25.64,31.38
CCCOC(=O)c1ccc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C2=O)cc1,51.33,65.55
CCC(/C=C1\Sc2ccc(OC)cc2N1CC)=C1\SC(=S)N(Cc2ccccc2)C1=O,15.69,15.39
O=C(O)c1cccc(-c2ccc(C=C3SC(=S)N(Cc4ccco4)C3=O)o2)c1,64.19,79.45
[C][C][C][C]C(=O)c1c([N][C]=C2C(=O)[N]C(=S)[N]C2=O)sc2c1[C][C][C][C]2,49.68,48.33
CC(C)(C)c1ccc(Oc2cc(C#N)c(C#N)cc2N2CCCCC2)cc1,37.03,55.25
CC[NH+](CC)Cc1c([O-])cc(C)c2c1O/C(=C\c1cccnc1)C2=O,20.33,28.75
CCOc1ccc(/C=C/C2=[N+](C)c3ccc(C(=O)OC)cc3C2(C)C)cc1,23.01,27.52
[C]Oc1cccc(N2C(=O)[C]3[C]([C]4[C]=[C][C]3C4=C3[C][C][C][C]3)C2=O)c1,46.64,62.22
CCN1C(=O)C(=Cc2ccc(-c3cccc(C(F)(F)F)c3)o2)N(C)C1=S,36.25,46.46
O=C(C=Cc1ccc(-c2ccccc2Br)o1)c1cccc(N2CCOCC2)c1,34.67,45.11
O=S(=O)(O)c1cccc2c(/N=N/c3ccc(O)c4ncccc34)cccc12,44.49,67.88
O=C(C=Cc1ccc([N+](=O)[O-])cc1)Nc1ccc(N2CCOCC2)cn1,58.98,68.23
Cc1ccc(N2CCN(C3=NC(=O)/C(=C\c4ccc(-c5ccc(Cl)cc5Cl)o4)S3)CC2)cc1Cl,43.19,56.95
O=[N+]([O-])c1cc(Cl)cc(/C=N/c2ccccc2N2CCCCC2)c1O,36.87,52.53
COc1ccc(N2C(=O)C(=Cc3ccc(-c4ccc(I)cc4)o3)SC2=S)cc1,43.27,60.35
O=C([O-])CCN1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,47.89,53.43
COC(=O)CCN1CCCc2cc(/N=N/c3ccc([N+](=O)[O-])cc3)ccc21,20.39,29.32
O=C(OC)CCN1C(C=C2)=C(CCC1)C=C2/N=N/C(C=C3)=CC=C3[N+]([O-])=O,20.39,29.32
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1cccnc1,49.78,74.24
CC[NH+](CC)Cc1c([O-])ccc2c1O/C(=C\c1cc(OC)c(OC)cc1OC)C2=O,26.65,34.98
O=C1N=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)SC1=Cc1ccc(-c2ccccc2[N+](=O)[O-])o1,49.56,63.13
COC(=O)c1ccc(C=CC(=O)c2ccc(N3CCCCCC3)cc2)o1,18.44,23.47
CC1(C)OC(C)(C)C(=Cc2ccc(-c3cccc([N+](=O)[O-])c3)o2)C1=O,26.91,31.75
[C]Oc1ccc(C2=[C]C(=C3C(=O)c4ccccc4C3=O)c3cc([C])ccc3O2)cc1,56.6,77.54
COc1ccc(CCNC(=O)c2c(N)n(-c3ccc(N(C)C)cc3)c3nc4ccccc4nc23)cc1,25.53,45.6
Cc1ccc(Nc2cc(N3CCN(C)CC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,34.38,53.84
O=C1/C(=C/c2ccc(-c3ccc(Br)cc3)o2)C=C(c2ccccc2)N1c1cccc(Cl)c1,53.38,76.2
CCC(/C=C1\Sc2ccc(OC)cc2N1CCCS(=O)(=O)[O-])=C\c1sc2ccc(OC)cc2[n+]1CC,23.71,27.87
C=CC(=O)N1C/C(=C\c2ccc([N+](=O)[O-])cc2)C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)C1,49.07,58.26
[O-][n+]1c2c([n+]([O-])c3cc(Cl)ccc31)CCCC2,31.68,44.1
COc1ccc(CN2C(=O)C(=Cc3ccc(-c4ccc(Cl)c(Cl)c4)o3)SC2=S)cc1,41.54,53.82
CN(C)c1ccc(/C=C2\N=C(c3ccccc3)OC2=O)cc1Br,31.85,41.62
"[K+].CN1N=C(C=C1[B-](F)(F)F)C(C)(C)C |c:2,4|",33.77,46.56
CC(C)c1csc(C(C#N)=Cc2ccc(N3CCCCC3)o2)n1,11.82,12.91
CCCCCCCCN1C(=O)C(=Cc2ccc(-c3cccc(F)c3)o2)SC1=S,20.66,28.79
Cc1cc(/C=C2\SC(=S)NC2=O)c(C)n1-c1ccc(N2CCOCC2)cc1,45.39,52.83
